,index,column,importance
174,1439,GRJCJS_GRZHYE_diff_GRZHSNJZYE_sum,119.0
175,56,MONTH_LOG,119.0
176,1810,GRYJCE_GRZHYE_diff_GRZHSNJZYE1_mean,119.0
177,1785,GRYJCE_DKFFE_mean,118.0
178,3341,numsOf_GRZHDNGJYE_YEARPURINCM_diff,118.0
179,3346,numsOf_GRZHDNGJYE_HDZYF_multi,118.0
180,3350,numsOf_GRZHDNGJYE_HDSYYF_multi,117.0
181,1418,GRJCJS_GRZHDNGJYE_min,117.0
182,3575,numsOf_GRZHYE_diff_GRZHSNJZYE_GRZHYE_diff_GRZHDNGJYE1_div,117.0
183,3678,numsOf_GRZHYE_diff_GRZHSNJZYE1_HDSYYF_HDZYF_multi,117.0
184,3700,numsOf_YEARPURINCM_JS_YE_add,117.0
185,258,GJZS_in_DWSSHY_prop,116.0
186,1472,GRJCJS_HDYF_max,116.0
187,1469,GRJCJS_HDYF_sum,116.0
188,0,XINGBIE,116.0
189,3330,numsOf_GRZHDNGJYE_GRZHYE_diff_GRZHSNJZYE_multi,116.0
190,20,GRZHYE_diff_GRZHDNGJYE,116.0
191,1450,GRJCJS_GRZHYE_diff_GRZHSNJZYE1_mean,115.0
192,2534,HDZYF_GRZHYE_diff_GRZHSNJZYE1_sum,114.0
193,3179,numsOf_GRJCJS_HDSYYF_HDZYF_div,114.0
194,1405,GRJCJS_GRZHYE_mean,113.0
195,226,DWJJLX_DKZS_count,113.0
196,2565,HDZYF_JS_YE_mean,112.0
197,249,DKZS_in_DWSSHY_prop,112.0
198,1828,GRYJCE_HDSYYF_min,112.0
199,3310,numsOf_GRZHSNJZYE_HDSYYF_HDZYF_multi,112.0
200,244,DWSSHY_GRZHZT_count,112.0
201,1777,GRYJCE_GRZHSNJZYE_max,112.0
202,3495,numsOf_DKYE_GRZHYE_diff_GRZHSNJZYE1_div,112.0
203,2504,HDZYF_GRYJCE_sum,110.0
204,3399,numsOf_GRYJCE_YEARPURINCM_div,110.0
205,252,YEZS_in_DWSSHY_prop,110.0
206,562,DWSSHY_DKFFE_genFeat3_mean,110.0
207,34,YE_USAGE,109.0
208,1847,GRYJCE_JS_YE_max,109.0
209,2500,HDZYF_GRZHDNGJYE_mean,108.0
210,260,DWSSHY_in_SNZS_prop,108.0
211,254,DWSSHY_in_ZHZS_prop,107.0
212,455,DWSSHY_GRJCJS_min,107.0
213,1484,GRJCJS_JS_YE_sum,107.0
214,1467,GRJCJS_HDSYYF_max,107.0
215,1818,GRYJCE_YEARPURINCM_min,106.0
